customer_id,age,tenure_months,region,gender,plan_tier,num_products,primary_product,days_since_last_login,login_frequency_30d,feature_adoption_rate,product_changes_6m,mobile_app_user,monthly_spend_avg,monthly_spend_current,spend_trend,spend_volatility,num_txns_6m,sentiment_score,sentiment_trend,nps_score,complaint_count_6m,support_interactions_6m,escalated_support,contract_type,discount_applied,auto_renewal_enabled,referral_source,payment_failures_6m,churn
163,30,48,EU,Male,Standard,1,Photoshop,2,9,0.2047,2,1,27.16,22.06,-1,0.2933,37,81.2,-1,-6,1,5,0,annual,0,1,Organic,0,0
164,55,53,US,Male,Standard,5,InDesign,4,13,0.268,0,1,98.56,102.71,0,0.1914,40,50.4,1,19,0,2,0,annual,1,1,Paid,0,0
165,47,20,US,Female,Standard,1,After Effects,8,10,0.2992,0,0,257.34,258.4,0,0.164,29,54.0,-1,59,1,3,0,annual,0,1,Organic,0,1
166,53,64,LATAM,Male,Premium,4,After Effects,12,5,0.4125,0,1,74.19,76.4,0,0.1107,42,52.7,-1,19,1,3,1,annual,0,0,Paid,0,0
167,68,6,APAC,Female,Standard,3,Premiere,1,15,0.6843,1,1,12.66,12.73,0,0.3547,21,64.3,0,57,1,5,0,monthly,0,1,Paid,1,0
168,38,16,US,Female,Basic,2,Premiere,3,8,0.0684,0,0,84.45,81.33,0,0.1726,26,61.1,0,-26,1,2,0,monthly,0,1,Referral,0,0
169,31,18,LATAM,Female,Premium,2,InDesign,12,7,0.4257,0,0,251.8,233.52,-1,0.4174,38,64.1,-1,56,0,1,0,annual,0,1,Referral,1,0
170,29,13,US,Female,Premium,3,Photoshop,5,8,0.622,3,1,418.08,358.91,-1,0.3738,22,89.1,-1,6,0,1,0,annual,0,1,Organic,1,0
171,30,8,US,Male,Premium,1,Premiere,4,9,0.1057,1,1,158.08,163.82,0,0.1093,32,59.6,-1,-2,1,1,0,annual,1,1,Social,0,0
172,40,14,EU,Female,Premium,2,Audition,9,13,0.3798,1,0,99.89,95.27,0,0.3424,32,72.6,1,10,0,2,1,annual,0,1,Referral,1,0
173,46,1,EU,Male,Standard,1,Illustrator,14,7,0.087,1,1,105.67,122.03,1,0.325,32,77.6,1,-60,1,2,0,monthly,1,1,Paid,1,0
174,45,43,APAC,Female,Basic,1,After Effects,2,6,0.1739,1,1,92.18,93.74,0,0.0786,27,78.5,1,40,0,3,0,monthly,0,1,Paid,0,0
175,53,41,APAC,Male,Basic,3,Photoshop,3,14,0.3563,0,1,46.54,49.6,0,0.1557,22,64.3,1,52,0,0,0,annual,0,0,Social,0,1
176,42,21,EU,Male,Basic,3,Premiere,0,17,0.1912,0,0,22.36,15.96,-1,0.4821,38,49.4,-1,-28,0,2,0,annual,0,0,Social,1,1
177,62,14,LATAM,Female,Basic,3,Photoshop,7,7,0.4377,0,0,210.45,180.21,0,0.3424,37,56.6,0,25,0,0,0,annual,0,1,Social,1,0
178,38,20,EU,Female,Basic,1,Photoshop,0,16,0.4487,1,0,12.2,11.01,-1,0.4351,27,60.6,0,-11,1,2,0,annual,0,1,Organic,0,0
179,80,99,US,Male,Basic,3,Photoshop,6,11,0.7874,0,1,157.3,133.76,-1,0.2239,22,93.1,-1,-31,0,0,0,annual,0,1,Organic,0,0
180,50,33,EU,Female,Standard,3,Illustrator,7,20,0.4393,0,0,205.87,253.16,1,0.5398,32,28.0,-1,-41,2,3,1,annual,0,1,Paid,0,1
181,29,47,APAC,Female,Standard,3,Illustrator,17,8,0.643,0,1,495.25,487.58,0,0.1634,26,89.6,0,-13,1,3,0,annual,0,0,Organic,0,0
182,27,9,LATAM,Female,Standard,1,After Effects,5,11,0.2535,0,0,39.11,28.91,0,0.6081,26,66.0,1,-9,1,1,0,annual,1,0,Referral,0,0
183,48,3,US,Male,Standard,2,Illustrator,2,14,0.3055,1,1,36.88,34.73,0,0.2261,23,100.0,0,79,0,6,0,monthly,1,1,Paid,0,0
184,38,3,US,Female,Basic,3,Illustrator,1,11,0.4307,2,1,68.42,78.24,1,0.3677,34,62.3,1,18,1,3,0,monthly,0,1,Referral,0,0
185,51,22,US,Female,Standard,6,Photoshop,3,11,0.2701,0,1,135.89,136.36,0,0.4314,28,45.1,0,40,0,4,0,monthly,0,0,Social,0,0
186,48,45,LATAM,Female,Standard,1,After Effects,8,10,0.2847,0,1,192.08,219.67,1,0.1241,30,58.3,0,12,0,4,0,annual,1,1,Organic,0,0
187,40,53,LATAM,Female,Standard,1,InDesign,11,6,0.5565,0,1,27.06,27.47,0,0.2331,36,69.1,0,65,0,4,0,annual,0,1,Referral,0,0
188,30,45,US,Female,Premium,1,Premiere,8,7,0.2485,0,0,150.37,151.43,0,0.2044,20,60.1,1,-44,1,1,0,monthly,0,1,Organic,0,0
189,20,87,EU,Male,Premium,3,After Effects,10,10,0.0868,2,1,528.75,574.73,0,0.4885,43,70.2,1,-46,0,3,0,annual,1,0,Paid,0,0
190,35,1,EU,Female,Standard,3,Illustrator,0,10,0.3955,0,0,102.94,93.34,0,0.2771,30,66.2,-1,26,0,3,0,monthly,0,1,Referral,0,0
191,53,69,EU,Male,Standard,1,Illustrator,1,20,0.0377,0,1,46.4,49.31,0,0.277,22,75.0,0,51,0,1,0,monthly,0,0,Paid,1,0
192,44,38,US,Female,Basic,2,After Effects,4,12,0.5991,1,0,27.69,29.6,0,0.4389,36,66.3,0,-12,0,1,0,monthly,0,1,Paid,0,0
193,24,6,LATAM,Male,Standard,2,Premiere,8,14,0.1484,1,0,161.37,134.11,-1,0.0828,20,33.0,-1,-12,0,1,1,annual,0,1,Organic,0,1
194,44,41,EU,Male,Basic,4,Photoshop,1,13,0.1473,1,1,21.12,21.12,0,0.0617,21,81.0,-1,12,0,2,0,annual,0,0,Paid,1,0
195,47,25,APAC,Female,Standard,6,InDesign,4,13,0.2704,1,0,15.24,13.02,-1,0.0847,29,63.4,-1,-72,0,2,1,annual,0,1,Referral,0,1
196,29,16,EU,Female,Basic,1,After Effects,6,11,0.2896,0,1,92.56,92.21,0,0.174,30,59.1,0,9,0,3,0,annual,0,1,Organic,0,0
197,44,10,APAC,Female,Premium,4,InDesign,26,12,0.2694,2,1,74.61,64.84,0,0.6677,31,60.0,-1,2,0,1,0,annual,1,1,Organic,0,0
198,42,22,EU,Female,Standard,5,Illustrator,3,13,0.443,0,1,141.63,123.9,-1,0.3566,24,49.6,0,13,0,0,0,monthly,0,1,Organic,0,0
199,25,9,US,Female,Basic,4,Photoshop,4,17,0.3803,2,0,97.54,92.83,0,0.3021,32,57.7,0,-46,0,0,1,annual,1,0,Social,1,0
200,47,3,EU,Female,Premium,4,Premiere,13,8,0.1792,0,1,54.93,48.29,-1,0.115,36,71.3,0,69,0,1,0,monthly,0,1,Organic,0,1
201,49,67,APAC,Male,Basic,1,Photoshop,9,6,0.3587,1,1,15.22,17.16,1,0.1867,32,52.1,1,64,1,3,0,annual,0,0,Organic,0,0
202,57,32,US,Male,Premium,3,After Effects,32,11,0.2103,1,1,41.4,40.07,0,0.1921,38,56.9,1,21,0,0,1,annual,0,1,Referral,0,0
203,56,16,APAC,Female,Premium,1,Illustrator,8,18,0.51,0,1,90.19,83.64,-1,0.3198,30,56.9,1,16,2,5,1,annual,0,1,Organic,0,0
204,22,21,APAC,Female,Basic,1,Illustrator,3,10,0.3204,0,0,143.17,149.56,1,0.2731,27,74.8,1,-9,0,0,0,monthly,0,1,Organic,0,0
205,28,72,US,Female,Standard,3,After Effects,8,16,0.0844,1,0,218.28,220.11,0,0.0749,31,35.4,-1,76,1,0,0,monthly,1,0,Paid,0,1
206,49,13,APAC,Male,Premium,1,Premiere,1,11,0.2965,0,0,391.92,394.43,0,0.0907,24,56.7,-1,0,1,2,0,monthly,0,1,Referral,0,0
207,49,17,EU,Female,Basic,2,Illustrator,10,8,0.2906,0,1,416.81,413.72,0,0.1471,34,32.3,0,17,0,4,1,annual,0,1,Organic,1,1
208,49,52,LATAM,Female,Standard,2,Illustrator,10,12,0.3639,0,0,209.43,158.95,-1,0.261,42,55.5,-1,-10,1,2,0,annual,0,1,Organic,0,0
209,80,8,US,Male,Basic,2,Premiere,6,13,0.3147,1,1,107.87,121.29,1,0.121,28,73.6,0,33,0,1,0,annual,0,1,Referral,0,0
210,49,38,APAC,Male,Standard,4,Premiere,3,14,0.3174,1,0,15.97,15.77,0,0.2282,27,47.6,1,-8,1,3,1,annual,0,1,Organic,0,0
211,57,20,APAC,Male,Standard,4,Premiere,1,14,0.5546,2,0,114.36,98.38,-1,0.3032,27,73.4,-1,19,1,4,0,annual,1,1,Social,0,0
212,55,24,EU,Male,Premium,2,Premiere,30,6,0.0729,0,0,258.99,225.52,-1,0.1003,36,59.1,0,-7,2,2,0,annual,0,1,Paid,0,0
213,51,55,EU,Male,Basic,1,Illustrator,1,14,0.4694,1,1,89.54,89.9,0,0.2305,25,53.2,0,32,0,0,0,annual,0,1,Referral,0,0
214,37,120,EU,Female,Standard,1,Illustrator,0,12,0.1062,1,0,10.03,10.12,0,0.2577,21,58.1,1,-21,1,1,1,annual,0,1,Organic,0,0
215,52,64,APAC,Male,Premium,4,Premiere,14,11,0.6337,1,0,136.25,137.86,0,0.1618,27,85.0,-1,17,0,6,0,annual,1,1,Referral,0,0
216,31,6,LATAM,Male,Standard,2,Photoshop,5,16,0.5008,0,1,108.7,129.73,1,0.2299,34,79.7,0,100,0,2,0,annual,0,1,Paid,0,0
217,38,9,EU,Female,Basic,1,Premiere,20,13,0.5258,2,1,222.77,255.53,1,0.0593,36,56.6,1,-29,2,2,0,monthly,0,1,Paid,0,0
218,35,18,EU,Female,Basic,10,Illustrator,12,8,0.3986,0,1,40.76,28.47,-1,0.4765,28,82.5,0,9,1,2,0,monthly,0,1,Paid,1,0
219,43,45,US,Male,Basic,3,Illustrator,7,16,0.3273,1,0,42.55,51.28,1,0.1733,29,38.5,0,53,1,0,0,monthly,0,0,Referral,0,0
220,74,25,US,Male,Basic,2,Premiere,0,10,0.2821,1,0,304.39,349.36,1,0.361,28,64.1,1,36,0,2,0,monthly,0,1,Referral,0,0
221,18,83,US,Female,Premium,3,Illustrator,2,9,0.6759,0,0,569.45,494.81,-1,0.1239,41,48.7,0,46,1,2,0,annual,0,1,Organic,0,0
222,51,1,US,Male,Basic,5,Photoshop,0,11,0.3137,0,1,197.33,190.47,0,0.4182,31,20.1,1,-50,2,1,1,annual,0,1,Paid,0,0
223,19,10,APAC,Female,Basic,3,Illustrator,6,16,0.9368,0,1,371.39,450.15,1,0.3379,25,83.8,1,27,2,1,0,annual,0,1,Organic,0,0
224,35,8,US,Female,Standard,1,InDesign,4,13,0.2626,1,1,60.78,55.91,0,0.5152,33,80.4,0,-38,0,1,0,annual,0,1,Referral,0,0
225,57,49,APAC,Female,Standard,2,Premiere,0,13,0.1435,1,1,117.71,118.86,0,0.2652,22,61.3,-1,19,1,1,0,annual,0,1,Paid,1,0
226,42,22,EU,Male,Premium,1,Illustrator,7,11,0.7927,0,0,27.38,23.25,-1,0.1652,26,52.5,0,82,0,1,0,monthly,0,1,Social,0,0
227,26,1,APAC,Male,Standard,4,Photoshop,2,12,0.1737,0,1,346.67,288.58,-1,0.1981,35,45.3,0,5,1,0,1,annual,0,1,Organic,1,1
228,31,53,EU,Male,Standard,1,Illustrator,0,16,0.2552,0,1,112.94,113.27,0,0.3665,38,59.1,0,86,0,2,0,annual,0,1,Paid,1,0
229,51,16,APAC,Male,Standard,3,Audition,10,10,0.3342,2,0,102.28,86.89,-1,0.098,29,65.8,-1,10,1,2,0,monthly,0,1,Referral,0,0
230,31,10,APAC,Female,Standard,4,Photoshop,0,7,0.4506,3,0,48.97,40.07,0,0.4416,33,20.9,0,82,0,1,0,annual,0,1,Referral,1,1
231,45,7,EU,Male,Basic,2,Premiere,1,13,0.6142,1,1,11.83,11.88,0,0.5676,31,51.0,1,21,1,3,0,annual,0,0,Referral,1,0
232,42,105,LATAM,Male,Basic,2,Illustrator,16,11,0.5422,0,1,270.98,281.69,0,0.367,33,26.5,0,-82,5,0,0,monthly,1,0,Paid,0,0
233,32,102,US,Male,Premium,1,Premiere,15,12,0.4653,0,1,51.24,52.09,0,0.1429,26,61.6,0,-47,1,0,0,annual,0,0,Social,1,0
234,72,2,US,Male,Premium,7,After Effects,27,5,0.2269,2,0,38.56,30.48,-1,0.2204,25,75.3,1,-37,0,1,0,monthly,1,1,Organic,1,0
235,50,9,EU,Female,Basic,3,Photoshop,1,16,0.3207,0,1,106.81,98.77,0,0.3624,29,92.3,1,35,0,2,0,annual,0,1,Social,0,0
236,18,37,APAC,Female,Standard,1,Premiere,17,4,0.3581,1,1,300.52,337.36,1,0.0754,26,40.7,0,50,2,3,1,annual,0,1,Paid,0,1
237,44,39,US,Female,Basic,3,InDesign,11,15,0.0782,0,1,21.84,21.95,0,0.14,33,49.6,1,49,0,1,0,annual,0,1,Paid,0,0
238,32,19,US,Male,Basic,1,After Effects,4,11,0.1713,0,0,141.7,142.37,0,0.1128,32,75.5,0,21,0,3,0,annual,0,1,Social,0,0
239,53,30,US,Female,Standard,3,Premiere,7,17,0.3627,2,0,105.7,119.61,1,0.3056,43,44.2,0,39,0,2,0,monthly,0,1,Organic,0,0
240,30,43,APAC,Female,Standard,1,InDesign,10,9,0.2805,0,1,492.78,410.93,-1,0.1899,24,56.9,1,28,0,0,1,annual,0,1,Organic,1,1
241,40,108,EU,Female,Basic,3,Photoshop,8,11,0.3893,2,0,60.4,64.8,1,0.238,39,81.6,0,49,0,0,0,monthly,0,1,Organic,0,1
242,49,46,US,Female,Basic,2,Illustrator,10,12,0.2164,1,1,101.53,106.54,0,0.1982,39,54.5,0,-37,0,0,0,annual,0,0,Paid,0,0
243,54,4,LATAM,Female,Premium,2,Photoshop,0,17,0.1123,0,0,187.11,167.27,-1,0.544,33,79.4,0,67,0,1,0,annual,0,1,Organic,0,0
244,25,45,APAC,Female,Basic,5,Photoshop,8,17,0.7123,0,1,87.56,79.4,-1,0.1874,23,45.8,-1,27,0,2,0,annual,0,1,Paid,0,0
245,37,2,APAC,Male,Basic,1,Photoshop,5,8,0.2635,1,0,132.13,150.36,1,0.1538,28,82.4,0,-46,0,2,0,annual,0,1,Paid,1,0
246,35,25,EU,Female,Basic,2,Premiere,15,4,0.3903,1,0,93.39,112.27,1,0.1991,29,61.2,1,23,0,1,0,monthly,0,1,Referral,0,0
247,32,26,APAC,Female,Premium,3,Photoshop,2,6,0.4187,0,1,60.16,70.84,1,0.107,21,55.6,0,-1,0,3,0,annual,1,0,Referral,2,0
248,66,54,EU,Male,Basic,4,Photoshop,6,7,0.6725,1,0,260.62,275.16,0,0.1409,29,62.2,-1,-36,0,4,0,monthly,0,0,Referral,0,0
249,47,1,APAC,Female,Basic,2,InDesign,5,17,0.5507,0,0,281.09,284.41,0,0.2144,35,81.7,0,37,2,5,0,annual,1,1,Paid,0,0
250,24,74,US,Male,Premium,1,Photoshop,9,11,0.4425,1,1,14.49,12.74,0,0.4246,27,41.0,0,-37,1,3,1,annual,0,1,Organic,0,0
251,54,39,EU,Male,Premium,1,Premiere,3,20,0.0695,0,0,379.5,350.5,0,0.2624,25,39.5,0,47,2,0,0,monthly,0,1,Referral,1,0
252,71,1,US,Female,Basic,4,Audition,12,13,0.2162,2,1,40.06,42.61,0,0.3186,26,57.3,-1,-43,0,0,0,annual,0,1,Referral,0,0
253,56,6,US,Male,Basic,3,InDesign,1,12,0.6434,0,0,201.1,208.55,1,0.3297,30,77.7,0,62,0,2,0,monthly,0,1,Organic,0,0
254,20,1,APAC,Male,Premium,3,Photoshop,4,10,0.3454,0,1,254.79,256.89,0,0.2743,34,71.5,1,-4,2,2,0,annual,0,1,Organic,0,0
255,35,52,EU,Male,Standard,1,Premiere,2,9,0.4623,0,1,448.27,424.26,-1,0.38,32,74.1,1,-29,2,0,0,annual,0,1,Social,1,0
256,59,6,APAC,Male,Basic,1,Illustrator,16,8,0.4876,0,0,147.67,145.29,0,0.0529,23,29.9,-1,-31,1,2,0,annual,0,1,Organic,0,0
257,32,1,EU,Female,Standard,1,Photoshop,27,13,0.1342,1,0,130.55,133.84,0,0.1548,26,45.4,-1,26,0,3,0,monthly,1,1,Social,1,0
258,48,5,EU,Female,Premium,2,Illustrator,16,6,0.1807,2,0,114.68,112.95,0,0.3202,31,94.9,0,5,0,4,0,annual,0,1,Referral,1,0
259,52,29,APAC,Non-binary,Standard,4,Premiere,32,3,0.1301,0,1,51.88,53.56,0,0.2253,31,90.0,0,7,0,2,1,annual,0,1,Organic,0,0
260,29,24,US,Male,Standard,2,Photoshop,3,9,0.2518,1,0,53.46,54.88,0,0.3172,29,49.3,1,16,1,0,0,monthly,0,1,Paid,1,0
261,41,10,EU,Male,Premium,7,Illustrator,6,13,0.1013,0,1,237.4,261.71,0,0.3893,26,55.7,0,-77,1,2,0,annual,0,0,Organic,1,0
262,18,103,EU,Male,Standard,3,Photoshop,12,13,0.3723,0,1,115.42,132.63,1,0.0888,26,69.5,0,41,0,1,0,annual,0,0,Paid,0,0
263,27,69,US,Non-binary,Standard,1,Photoshop,18,16,0.7135,0,0,67.53,74.5,0,0.2382,24,79.9,0,-3,0,1,1,annual,0,1,Organic,0,0
264,38,13,US,Female,Premium,2,Premiere,5,18,0.2001,0,0,264.53,253.65,0,0.573,26,74.7,1,62,0,3,0,annual,0,1,Referral,1,0
265,24,23,EU,Male,Premium,3,After Effects,17,9,0.6487,0,1,91.02,103.53,1,0.0656,23,75.9,-1,-2,0,2,0,annual,1,1,Paid,1,0
266,64,26,US,Male,Premium,2,Photoshop,0,11,0.358,0,1,70.34,65.96,-1,0.316,30,94.0,0,37,1,2,0,annual,1,1,Organic,0,0
267,21,50,US,Male,Standard,5,Photoshop,2,5,0.4811,1,0,139.38,141.67,0,0.0659,20,68.8,0,-29,0,1,1,monthly,0,1,Organic,0,0
268,35,20,US,Female,Basic,3,Illustrator,7,8,0.1271,1,0,145.34,119.69,-1,0.1082,42,37.4,0,3,0,0,0,annual,1,1,Social,0,0
269,43,28,US,Female,Standard,3,Photoshop,1,14,0.2823,1,1,291.78,304.4,0,0.216,29,76.5,1,34,0,4,0,monthly,0,0,Referral,0,0
270,62,19,LATAM,Male,Premium,1,Photoshop,9,10,0.4926,0,1,24.94,25.56,0,0.2879,25,89.0,0,-21,0,2,0,annual,0,1,Paid,0,0
271,21,51,EU,Female,Standard,1,Photoshop,4,13,0.161,1,0,141.89,157.66,1,0.1579,28,62.7,1,33,2,1,0,annual,1,1,Organic,0,0
272,58,29,LATAM,Female,Basic,1,Audition,29,8,0.5943,0,1,374.8,370.07,0,0.3005,34,46.9,0,100,1,0,0,monthly,0,1,Paid,1,0
273,42,63,APAC,Male,Basic,1,Photoshop,1,8,0.2727,1,1,179.8,181.01,0,0.1324,26,64.5,0,-20,0,2,0,annual,1,1,Paid,0,0
274,28,1,US,Male,Standard,9,InDesign,1,15,0.4098,1,0,314.02,260.56,-1,0.1003,28,53.8,0,-82,1,2,0,monthly,0,1,Paid,0,0
275,48,84,LATAM,Female,Basic,2,Illustrator,0,15,0.0909,0,1,57.77,57.67,0,0.064,38,36.4,-1,-15,0,1,1,annual,0,1,Organic,0,1
276,44,61,US,Female,Premium,4,Photoshop,6,11,0.112,1,1,10.99,10.75,0,0.161,32,80.3,1,31,1,1,0,monthly,0,1,Organic,0,0
277,33,61,US,Female,Standard,3,Illustrator,2,7,0.4085,1,1,77.72,74.15,0,0.1625,36,47.7,-1,80,0,2,0,monthly,0,1,Organic,0,1
278,42,5,US,Male,Standard,1,Photoshop,19,8,0.4547,1,1,59.37,68.69,1,0.1807,25,61.6,1,-26,0,4,0,annual,0,1,Referral,0,0
279,36,11,EU,Male,Standard,2,Illustrator,2,11,0.3905,0,1,188.73,186.82,0,0.1747,31,47.0,1,-100,2,0,1,annual,0,1,Organic,1,1
280,43,120,US,Male,Premium,2,Illustrator,2,10,0.5027,1,0,63.55,46.36,-1,0.242,29,70.6,0,15,0,2,0,annual,0,1,Paid,0,0
281,51,108,APAC,Male,Premium,3,After Effects,5,7,0.3429,0,1,353.71,342.3,0,0.2414,29,83.3,0,41,1,3,0,monthly,0,1,Referral,0,0
282,64,9,US,Male,Basic,2,After Effects,22,3,0.1903,1,1,315.01,264.88,-1,0.4685,26,51.4,0,48,0,2,0,annual,0,0,Paid,0,1
283,24,20,EU,Female,Standard,5,Photoshop,0,14,0.2325,0,0,20.53,20.61,0,0.1419,31,77.8,0,-19,0,5,0,monthly,0,1,Social,0,0
284,71,6,US,Female,Basic,3,Illustrator,19,5,0.2014,0,1,45.35,42.8,0,0.3831,31,66.0,1,14,1,2,0,monthly,0,1,Organic,0,0
285,18,10,EU,Male,Standard,2,Photoshop,13,11,0.6295,0,0,13.11,13.27,0,0.0685,28,66.1,0,-50,0,1,1,annual,0,1,Paid,0,0
286,39,7,EU,Male,Standard,1,Premiere,17,8,0.3384,1,1,52.99,50.61,0,0.129,33,71.4,-1,-27,1,0,0,annual,0,1,Paid,0,0
287,50,3,US,Female,Basic,1,InDesign,1,10,0.6202,0,0,33.86,33.92,0,0.1228,20,62.6,-1,85,1,4,0,monthly,0,1,Organic,0,0
288,45,31,EU,Male,Basic,2,Photoshop,3,13,0.3487,0,1,10.94,10.37,0,0.3426,30,51.6,0,-2,1,3,0,annual,1,1,Referral,1,0
289,33,9,US,Female,Basic,4,Photoshop,6,11,0.2148,0,1,18.45,14.91,-1,0.2946,35,38.1,0,14,1,0,0,monthly,0,1,Organic,0,1
290,39,120,LATAM,Female,Basic,1,Premiere,9,16,0.5652,2,0,201.45,204.69,0,0.1394,25,90.1,1,51,1,3,0,annual,0,1,Organic,0,0
291,35,26,EU,Female,Basic,2,Illustrator,21,13,0.4563,0,1,48.34,47.64,0,0.1852,26,60.1,-1,41,1,4,0,monthly,0,1,Organic,0,0
292,33,16,APAC,Female,Standard,1,After Effects,3,4,0.4008,1,1,93.53,75.87,-1,0.1368,40,46.2,-1,77,0,0,0,annual,1,0,Social,1,1
293,53,87,US,Female,Basic,5,InDesign,10,8,0.6482,0,0,128.03,138.09,0,0.4271,45,78.4,1,59,0,3,0,annual,0,1,Referral,0,0
294,46,34,US,Female,Basic,2,Illustrator,1,7,0.7235,3,0,51.22,50.91,0,0.0743,25,58.3,1,50,1,3,0,annual,0,0,Paid,1,0
295,32,4,US,Female,Standard,1,After Effects,19,11,0.5108,0,1,33.71,29.79,0,0.5496,29,47.4,1,-36,4,4,0,monthly,0,0,Referral,0,0
296,54,24,LATAM,Male,Basic,3,Photoshop,5,14,0.4417,2,0,109.58,90.3,-1,0.1528,32,71.1,0,17,0,2,0,monthly,0,1,Organic,0,0
297,46,20,US,Female,Standard,4,After Effects,6,8,0.2251,2,0,238.77,236.42,0,0.3673,38,51.7,1,-92,0,1,0,monthly,0,1,Organic,0,0
298,53,52,EU,Male,Standard,1,Photoshop,31,9,0.0116,0,1,470.18,453.22,0,0.5759,26,79.4,0,17,1,1,0,monthly,0,1,Referral,0,0
299,50,42,US,Female,Standard,3,Premiere,5,9,0.3485,1,0,174.91,201.13,1,0.074,36,74.7,1,-16,1,3,1,annual,0,1,Organic,0,0
300,30,16,APAC,Female,Standard,6,Photoshop,6,12,0.2716,0,1,127.25,109.71,-1,0.1322,34,55.4,-1,-57,1,2,1,annual,0,1,Referral,0,0
301,34,22,US,Female,Standard,4,InDesign,11,12,0.249,0,1,251.9,263.44,0,0.2644,29,81.3,1,12,1,3,0,annual,1,1,Referral,0,0
302,52,26,EU,Female,Premium,4,Audition,16,6,0.3036,0,0,155.25,160.26,0,0.2336,16,77.7,-1,65,0,0,0,annual,0,1,Paid,0,0
303,50,19,US,Female,Basic,2,After Effects,4,14,0.8293,1,1,194.44,221.96,1,0.0933,31,99.0,0,-22,0,3,0,monthly,0,0,Referral,0,0
304,41,4,EU,Female,Basic,2,Photoshop,11,7,0.1643,1,1,78.44,80.93,0,0.1538,22,46.3,0,-66,2,2,0,annual,0,1,Paid,0,1
305,43,84,US,Female,Basic,3,Photoshop,3,10,0.5781,0,0,39.72,42.22,0,0.2109,29,100.0,1,-21,0,2,0,monthly,0,1,Organic,1,0
306,59,40,US,Female,Standard,5,Illustrator,7,6,0.6765,1,0,69.56,88.43,1,0.6405,25,84.0,1,38,0,1,0,annual,0,1,Social,1,0
307,33,22,US,Male,Basic,1,Photoshop,14,5,0.1361,3,1,423.32,456.39,0,0.4958,31,100.0,1,8,1,0,0,monthly,0,1,Social,0,0
308,49,30,EU,Male,Standard,3,Premiere,1,16,0.5214,1,1,11.76,11.79,0,0.0774,29,46.6,-1,48,1,0,0,annual,0,0,Organic,1,0
309,39,8,APAC,Non-binary,Standard,2,Illustrator,6,6,0.2667,2,0,120.24,123.83,-1,0.4096,24,73.0,-1,-67,0,3,1,annual,1,1,Social,0,1
310,38,27,US,Male,Standard,4,Photoshop,12,7,0.4624,1,1,147.96,145.52,0,0.1482,22,83.3,1,12,0,2,0,annual,0,1,Organic,1,0
311,57,49,LATAM,Male,Basic,5,Illustrator,14,10,0.2195,3,1,19.76,23.87,1,0.2108,23,76.6,0,57,0,2,0,monthly,1,1,Organic,0,0
312,53,27,APAC,Non-binary,Premium,3,InDesign,5,8,0.0708,1,0,48.78,48.21,0,0.2263,28,43.0,0,-38,2,4,1,annual,0,1,Paid,0,1
313,53,23,APAC,Male,Standard,1,Photoshop,21,8,0.2849,1,1,19.86,19.23,0,0.2942,33,96.0,1,69,0,3,0,annual,0,1,Referral,0,1
314,60,22,APAC,Female,Premium,5,Photoshop,11,8,0.3303,5,0,14.08,13.99,0,0.1999,25,42.3,1,20,1,1,0,monthly,0,1,Referral,0,0
315,42,51,APAC,Male,Standard,1,Premiere,0,12,0.5971,1,0,86.95,71.47,-1,0.1524,36,46.5,-1,-67,1,1,0,annual,0,1,Social,0,1
316,51,50,US,Female,Standard,1,Premiere,3,9,0.0768,1,1,15.71,16.06,0,0.2094,27,78.7,0,26,1,2,0,annual,0,1,Paid,0,0
317,37,49,APAC,Female,Standard,1,Illustrator,4,13,0.2712,1,1,84.49,68.9,-1,0.4064,26,69.3,0,42,1,2,0,annual,0,1,Paid,0,0
318,46,10,US,Non-binary,Basic,3,Premiere,15,13,0.1734,1,0,452.02,420.4,0,0.2225,32,58.0,0,2,1,0,0,annual,0,0,Paid,0,0
319,40,34,US,Male,Basic,1,Photoshop,22,9,0.1375,0,0,46.89,49.95,0,0.2978,29,42.3,0,-34,1,2,0,annual,0,0,Organic,0,0
320,43,54,APAC,Male,Premium,1,After Effects,9,10,0.1826,1,1,12.96,13.02,0,0.0558,24,65.3,-1,-19,1,1,0,monthly,0,1,Social,0,0
321,50,29,EU,Female,Basic,2,Photoshop,0,14,0.7493,2,0,155.03,180.48,1,0.2852,34,60.3,1,1,0,2,0,monthly,0,1,Referral,0,0
322,30,54,US,Male,Standard,2,After Effects,3,21,0.4526,3,0,10.76,11.57,0,0.4593,41,78.5,0,-33,1,5,0,annual,0,1,Organic,0,0
323,71,69,APAC,Female,Standard,2,Illustrator,3,14,0.7101,0,1,33.61,27.79,-1,0.0951,37,45.2,-1,-24,1,1,0,annual,0,1,Social,0,0
324,27,6,EU,Female,Standard,1,Premiere,2,9,0.3189,2,0,148.98,151.75,0,0.097,30,69.0,1,67,1,3,0,annual,0,1,Referral,0,0
325,25,13,US,Female,Standard,4,After Effects,35,1,0.4277,1,0,118.4,101.05,-1,0.0785,24,65.5,-1,66,0,1,0,monthly,1,1,Organic,0,0
326,58,33,EU,Female,Basic,4,Illustrator,4,12,0.6959,1,1,20.81,20.67,0,0.1266,36,52.8,1,-86,2,1,1,monthly,0,1,Social,0,0
327,53,12,LATAM,Male,Standard,2,Photoshop,5,21,0.1301,1,0,42.07,41.5,0,0.1798,25,57.0,-1,41,0,0,0,monthly,0,1,Organic,0,0
